    NFFT     Time        rms      MHz   MFlops  iters  tplan
 1209600  0.0538284  0.00000032  22.47  2270.3      93   0.6
 1210104  0.0651364  0.00000038  18.58  1877.0      77   0.9
 1215000  0.0711971  0.00000033  17.07  1724.7      71   0.5
 1224720  0.0660858  0.00000034  18.53  1874.0      76   0.5
 1225000  0.0698683  0.00000034  17.53  1773.0      72   0.3
 1228800  0.0590117  0.00000032  20.82  2106.1      85   0.4
 1229312  0.0658088  0.00000032  18.68  1889.4      76   0.3
 1234800  0.0687122  0.00000033  17.97  1818.3      73   0.4
 1240029  0.0955281  0.00000033  12.98  1313.8      53   0.4
 1244160  0.0615487  0.00000033  20.21  2046.4      82   0.6
 1250000  0.0706546  0.00000038  17.69  1791.6      71   0.4
 1250235  0.1051356  0.00000026  11.89  1204.3      48   0.4
 1254400  0.0525881  0.00000033  23.85  2416.2      96   0.4
 1259712  0.0667603  0.00000037  18.87  1911.9      75   0.5
 1260000  0.0672998  0.00000032  18.72  1897.0      75   0.5
 1260525  0.1389193  0.00000023   9.07   919.4      37   0.7
 1265625  0.0944721  0.00000025  13.40  1357.9      53   0.4
 1270080  0.0607050  0.00000034  20.92  2121.1      83   0.4
 1275750  0.0753283  0.00000033  16.94  1717.5      67   0.4
 1280000  0.0535324  0.00000034  23.91  2425.5      94   0.4
 1285956  0.0729184  0.00000038  17.64  1789.5      69   0.4
 1286250  0.0742152  0.00000031  17.33  1758.7      68   0.4
 1290240  0.0518711  0.00000032  24.87  2524.6      97   0.5
 1296000  0.0624005  0.00000032  20.77  2108.6      81   0.6
 1296540  0.0698963  0.00000037  18.55  1883.4      72   1.5
 1306368  0.0638799  0.00000035  20.45  2077.5      79   0.5
 1310720  0.0511039  0.00000032  25.65  2606.1      98   0.4
 1312200  0.0630798  0.00000033  20.80  2113.9      80   0.5
 1312500  0.0685642  0.00000033  19.14  1945.3      73   0.4
 1317120  0.0982056  0.00000026  13.41  1363.2      51   0.4
 1323000  0.0797875  0.00000034  16.58  1686.0      63   0.4
 1327104  0.0658363  0.00000032  20.16  2050.0      77   0.5
 1333584  0.0783997  0.00000035  17.01  1730.5      64   0.4
 1344000  0.0723214  0.00000034  18.58  1891.6      70   0.5
 1344560  0.0717564  0.00000036  18.74  1907.4      70   0.8
 1350000  0.0733634  0.00000034  18.40  1873.7      69   0.5
 1354752  0.0691286  0.00000034  19.60  1996.0      73   0.4
 1360800  0.0764530  0.00000033  17.80  1813.4      66   0.6
 1361367  0.1546261  0.00000027   8.80   897.0      33   0.7
 1366875  0.1105771  0.00000024  12.36  1259.8      46   0.4
 1372000  0.0776367  0.00000033  17.67  1801.5      65   0.4
 1376256  0.0557217  0.00000033  24.70  2518.3      90   0.4
 1377810  0.0895636  0.00000035  15.38  1568.7      56   0.4
 1378125  0.1041896  0.00000024  13.23  1348.8      48   0.4
 1382400  0.0625000  0.00000032  22.12  2255.9      80   0.6
 1382976  0.0697784  0.00000035  19.82  2021.5      72   0.4
 1389150  0.0919201  0.00000033  15.11  1541.9      55   0.4
 1399680  0.0684979  0.00000034  20.43  2086.0      74   0.5
 1400000  0.0765751  0.00000034  18.28  1866.4      66   0.5
 1404928  0.0702150  0.00000034  20.01  2043.1      72   0.4
 1406250  0.0804744  0.00000034  17.47  1784.4      63   0.4
 1411200  0.0705274  0.00000033  20.01  2043.8      71   0.5
 1411788  0.0749712  0.00000038  18.83  1923.5      67   0.6
 1417176  0.0867583  0.00000037  16.33  1669.0      58   0.4
 1417500  0.0858134  0.00000031  16.52  1687.8      59   0.5
 1428840  0.0801256  0.00000034  17.83  1823.1      63   0.4
 1433600  0.0616396  0.00000032  23.26  2378.3      82   0.4
 1440000  0.0719788  0.00000033  20.01  2046.4      70   0.6
 1440600  0.0901293  0.00000033  15.98  1635.0      56   0.4
 1451520  0.0855609  0.00000034  16.96  1736.3      59   0.6
 1458000  0.0854068  0.00000033  17.07  1747.7      59   0.6
 1469664  0.0877289  0.00000037  16.75  1716.0      57   0.5
 1470000  0.0819062  0.00000033  17.95  1838.5      62   0.5
 1474560  0.0781250  0.00000032  18.87  1933.9      64   0.5
 1476225  0.1186538  0.00000028  12.44  1274.8      43   0.5
 1481760  0.0859313  0.00000034  17.24  1767.4      59   0.4
 1488375  0.1182790  0.00000024  12.58  1290.2      43   0.5
 1492992  0.0691453  0.00000035  21.59  2214.2      73   0.6
 1500000  0.0835958  0.00000035  17.94  1840.7      60   0.5
 1500282  0.0961621  0.00000036  15.60  1600.5      52   0.4
 1500625  0.1213190  0.00000024  12.37  1268.9      42   0.5
 1505280  0.0776461  0.00000033  19.39  1989.2      65   0.4
 1512000  0.0769400  0.00000033  19.65  2017.1      65   0.6
 1512630  0.1301457  0.00000038  11.62  1193.0      39   1.0
 1518750  0.0959588  0.00000032  15.83  1625.0      53   0.5
 1524096  0.0771597  0.00000035  19.75  2028.5      65   0.5
 1530900  0.0985107  0.00000034  15.54  1596.5      51   0.5
 1531250  0.1004468  0.00000032  15.24  1566.1      50   0.5
 1536000  0.0671875  0.00000033  22.86  2349.1      75   0.5
 1536640  0.0826096  0.00000037  18.60  1911.4      61   1.5
 1543500  0.0979990  0.00000032  15.75  1618.9      52   0.5
 1548288  0.0862237  0.00000033  17.96  1846.1      58   0.5
 1555200  0.0773982  0.00000032  20.09  2066.5      65   0.7
 1555848  0.0910645  0.00000033  17.09  1757.1      55   0.4
 1562500  0.0876696  0.00000037  17.82  1833.5      58   0.4
 1568000  0.0890685  0.00000032  17.60  1811.5      57   0.5
 1572864  0.0659935  0.00000032  23.83  2453.1      76   0.4
 1574640  0.0878585  0.00000034  17.92  1844.8      57   0.5
 1575000  0.0964402  0.00000035  16.33  1681.1      52   0.5
 1580544  0.0924627  0.00000035  17.09  1760.0      55   0.5
 1587600  0.0945008  0.00000034  16.80  1730.3      53   0.5
 1594323  0.1589394  0.00000035  10.03  1033.4      32   0.6
 1600000  0.0939015  0.00000035  17.04  1755.9      54   0.5
 1605632  0.0827257  0.00000033  19.41  2000.6      61   0.5
 1607445  0.1336477  0.00000028  12.03  1239.8      38   0.5
 1612800  0.0855403  0.00000033  18.85  1944.0      59   0.7
 1613472  0.0894383  0.00000037  18.04  1860.1      56   1.1
 1620000  0.0919079  0.00000034  17.63  1817.9      55   0.7
 1620675  0.1382958  0.00000025  11.72  1208.7      37   0.5
 1632960  0.0878628  0.00000035  18.59  1917.9      57   0.6
 1638400  0.0864658  0.00000032  18.95  1955.9      58   0.5
 1640250  0.1143494  0.00000033  14.34  1480.7      44   0.5
 1640625  0.1281128  0.00000028  12.81  1322.0      40   0.5
 1646400  0.0862237  0.00000032  19.09  1971.6      58   0.5
 1647086  0.1131972  0.00000037  14.55  1502.5      45   0.6
 1653372  0.1061350  0.00000038  15.58  1609.0      48   0.5
 1653750  0.1093803  0.00000033  15.12  1561.6      46   0.5
 1658880  0.0718558  0.00000032  23.09  2385.0      70   0.7
 1666980  0.1322246  0.00000026  12.61  1302.9      38   0.5
 1679616  0.0931758  0.00000036  18.03  1863.9      54   0.6
 1680000  0.0867246  0.00000032  19.37  2003.0      58   0.6
 1680700  0.0914617  0.00000037  18.38  1900.1      55   0.8
 1687500  0.1088549  0.00000034  15.50  1603.4      46   0.5
 1693440  0.0890728  0.00000033  19.01  1966.9      57   0.5
 1701000  0.1063934  0.00000032  15.99  1654.6      47   0.5
 1714608  0.0963088  0.00000036  17.80  1843.5      52   0.5
 1715000  0.0969215  0.00000031  17.69  1832.3      52   0.5
 1720320  0.0761201  0.00000033  22.60  2340.7      66   0.5
 1728000  0.0842468  0.00000033  20.51  2125.0      60   0.8
 1728720  0.1441860  0.00000025  11.99  1242.2      35   0.6
 1741824  0.0863521  0.00000036  20.17  2091.0      58   0.7
 1749600  0.1041819  0.00000034  16.79  1741.4      48   0.7
 1750000  0.0974990  0.00000034  17.95  1861.2      52   0.5
 1750329  0.1576843  0.00000030  11.10  1151.0      32   0.6
 1756160  0.0830078  0.00000033  21.16  2194.4      61   0.5
 1764000  0.1080530  0.00000033  16.33  1693.8      47   0.6
 1764735  0.1968431  0.00000024   8.97   930.2      26   0.9
 1769472  0.0964520  0.00000032  18.35  1903.8      52   0.6
 1771470  0.1374611  0.00000035  12.89  1337.5      37   0.6
 1771875  0.1534128  0.00000024  11.55  1198.7      33   0.6
 1778112  0.0967689  0.00000036  18.37  1907.5      52   0.5
 1786050  0.1154092  0.00000034  15.48  1607.0      44   0.5
 1792000  0.0860637  0.00000034  20.82  2162.7      59   0.6
 1800000  0.0994993  0.00000035  18.09  1879.6      51   0.7
 1800750  0.1328189  0.00000038  13.56  1408.7      38   1.0
 1806336  0.0868762  0.00000033  20.79  2160.8      58   0.6
 1814400  0.0986544  0.00000033  18.39  1911.9      51   0.8
 1815156  0.1054713  0.00000039  17.21  1789.1      48   1.0
 1822500  0.1170001  0.00000032  15.58  1619.8      43   0.6
 1835008  0.1006201  0.00000033  18.24  1897.3      50   0.5
 1837080  0.1252014  0.00000035  14.67  1526.7      40   0.6
 1837500  0.1203497  0.00000032  15.27  1588.6      42   0.5
 1843200  0.1044769  0.00000032  17.64  1836.0      48   0.8
 1843968  0.1413439  0.00000027  13.05  1357.7      36   0.6
 1852200  0.1049132  0.00000032  17.65  1837.9      49   0.5
 1866240  0.1236185  0.00000035  15.10  1572.5      41   0.8
 1875000  0.1073803  0.00000035  17.46  1819.3      47   0.5
 1881600  0.1161360  0.00000034  16.20  1688.5      44   0.6
 1882384  0.1016797  0.00000038  18.51  1929.4      50   0.7
 1889568  0.1314416  0.00000038  14.38  1498.6      39   0.6
 1890000  0.1058070  0.00000032  17.86  1862.2      48   0.6
 1905120  0.1190883  0.00000035  16.00  1668.7      42   0.6
 1913625  0.1572495  0.00000025  12.17  1269.7      32   0.6
 1920000  0.1125000  0.00000034  17.07  1781.1      45   0.7
 1920800  0.1164551  0.00000031  16.49  1721.4      43   0.6
 1928934  0.1398926  0.00000037  13.79  1439.5      36   0.6
 1929375  0.1604233  0.00000024  12.03  1255.6      32   0.6
 1935360  0.0949799  0.00000033  20.38  2127.7      53   0.7
 1944000  0.1061147  0.00000033  18.32  1913.6      48   0.8
 1944810  0.1417236  0.00000039  13.72  1433.4      36   1.4
 1953125  0.1660826  0.00000033  11.76  1228.8      31   0.6
 1959552  0.1171989  0.00000037  16.72  1747.4      43   0.7
 1960000  0.1107390  0.00000033  17.70  1849.8      46   0.6
 1966080  0.1124919  0.00000032  17.48  1827.0      45   0.6
 1968300  0.1189675  0.00000035  16.54  1729.6      43   0.6
 1968750  0.1186353  0.00000033  16.59  1734.9      43   0.6
 1975680  0.1152510  0.00000034  17.14  1792.6      44   0.6
 1984500  0.1143632  0.00000032  17.35  1815.1      44   0.6
 1990656  0.1181130  0.00000034  16.85  1763.3      43   0.7
 2000000  0.1285995  0.00000036  15.55  1627.7      39   0.6
 2000376  0.1404487  0.00000036  14.24  1490.6      36   0.6
 2007040  0.1196115  0.00000033  16.78  1756.5      42   0.6
 2016000  0.1148654  0.00000033  17.55  1837.9      44   0.8
 2016840  0.1112766  0.00000037  18.12  1898.0      45   1.4
 2025000  0.1195650  0.00000033  16.94  1774.0      42   0.6
 2032128  0.1337377  0.00000036  15.19  1592.0      38   0.7
 2041200  0.1338629  0.00000032  15.25  1598.1      38   0.7
 2048000  0.1070635  0.00000033  19.13  2005.3      47   0.6
 2058000  0.2154999  0.00000025   9.55  1001.4      24   0.8
 2064384  0.1214774  0.00000032  16.99  1782.4      42   0.7
 2066715  0.1999089  0.00000030  10.34  1084.4      26   0.7
 2073600  0.1092397  0.00000033  18.98  1991.6      46   1.0
 2074464  0.1368276  0.00000036  15.16  1590.7      37   0.6
 2083725  0.1851852  0.00000026  11.25  1181.0      27   0.7
 2097152  0.1031619  0.00000033  20.33  2134.5      49   0.5
 2099520  0.1297858  0.00000036  16.18  1698.7      39   0.7
 2100000  0.1310096  0.00000035  16.03  1683.2      39   0.7
 2100875  0.2577776  0.00000023   8.15   855.8      21   0.9
 2107392  0.1137945  0.00000034  18.52  1945.2      44   0.6
 2109375  0.1633064  0.00000026  12.92  1356.8      31   0.7
 2116800  0.1263733  0.00000033  16.75  1759.9      40   0.8
 2117682  0.1574860  0.00000039  13.45  1412.9      32   0.9
 2125764  0.1524695  0.00000039  13.94  1465.3      33   0.7
 2126250  0.1292005  0.00000033  16.46  1729.6      39   0.6
 2143260  0.1650706  0.00000034  12.98  1365.3      31   0.7
 2143750  0.1572189  0.00000032  13.64  1433.9      32   0.6
 2150400  0.1188624  0.00000033  18.09  1902.9      43   0.8
 2151296  0.1196434  0.00000038  17.98  1891.3      42   1.2
 2160000  0.1301739  0.00000033  16.59  1745.8      39   1.0
 2160900  0.1376656  0.00000033  15.70  1651.5      37   0.7
 2177280  0.1279480  0.00000033  17.02  1791.4      40   0.8
 2187000  0.1457275  0.00000032  15.01  1580.3      35   0.7
 2187500  0.1363888  0.00000036  16.04  1688.9      37   0.6
 2195200  0.1309752  0.00000032  16.76  1765.4      39   0.6
 2204496  0.1376788  0.00000038  16.01  1687.0      37   0.7
 2205000  0.1355475  0.00000033  16.27  1714.0      37   0.7
 2211840  0.1238508  0.00000032  17.86  1882.0      41   0.8
 2222640  0.1330085  0.00000034  16.71  1761.6      38   0.6
 2239488  0.1412625  0.00000037  15.85  1672.1      36   0.8
 2240000  0.1453299  0.00000034  15.41  1625.7      35   0.7
 2250000  0.1405029  0.00000034  16.01  1689.6      36   0.7
 2250423  0.2164612  0.00000031  10.40  1096.9      24   0.8
 2257920  0.1223412  0.00000034  18.46  1947.7      41   0.7
 2268000  0.1482328  0.00000034  15.30  1615.2      34   0.8
 2268945  0.2566284  0.00000025   8.84   933.4      20   1.2
 2278125  0.1924190  0.00000024  11.84  1250.2      27   0.8
 2286144  0.1457589  0.00000037  15.68  1656.6      35   0.8
 2293760  0.1214629  0.00000033  18.88  1995.1      42   0.7
 2296350  0.1653383  0.00000035  13.89  1467.4      31   0.7
 2296875  0.2280162  0.00000026  10.07  1064.3      22   0.8
 2304000  0.1283835  0.00000034  17.95  1896.5      39   0.9
 2304960  0.1232791  0.00000038  18.70  1975.9      41   2.6
 2315250  0.1548480  0.00000033  14.95  1580.6      33   0.7
 2322432  0.1376557  0.00000035  16.87  1783.9      37   0.8
 2332800  0.1397739  0.00000033  16.69  1765.3      36   1.0
 2333772  0.2109375  0.00000028  11.06  1170.2      24   0.8
 2343750  0.1767241  0.00000037  13.26  1403.2      29   0.7
 2352000  0.1616132  0.00000032  14.55  1540.1      31   0.8
 2352980  0.1308312  0.00000038  17.98  1903.3      39   0.9
 2359296  0.1292005  0.00000033  18.26  1932.9      39   0.8
 2361960  0.1614400  0.00000035  14.63  1548.8      31   1.3
 2362500  0.1412557  0.00000033  16.72  1770.5      36   0.7
 2370816  0.1527137  0.00000036  15.52  1643.8      33   0.7
 2381400  0.1459856  0.00000033  16.31  1727.8      35   0.7
 2400000  0.1455183  0.00000034  16.49  1747.8      35   0.8
 2401000  0.1353397  0.00000037  17.74  1880.1      37   1.2
 2408448  0.1410522  0.00000034  17.07  1809.9      36   0.7
 2419200  0.1548517  0.00000034  15.62  1656.5      33   0.9
 2420208  0.1342645  0.00000038  18.03  1911.3      38   1.6
 2430000  0.1669474  0.00000032  14.56  1543.8      30   0.8
 2449440  0.1687256  0.00000033  14.52  1540.6      30   0.8
 2450000  0.1572380  0.00000032  15.58  1653.5      32   0.7
 2457600  0.1427680  0.00000033  17.21  1827.2      36   0.8
 2458624  0.1524584  0.00000035  16.13  1711.8      33   0.7
 2460375  0.2226828  0.00000026  11.05  1172.9      23   0.9
 2469600  0.1877939  0.00000034  13.15  1396.3      27   0.8
 2470629  0.2856039  0.00000026   8.65   918.5      18   1.0
 2480058  0.1983173  0.00000039  12.51  1328.2      26   0.8
 2480625  0.2272312  0.00000024  10.92  1159.5      23   0.9
 2488320  0.1520071  0.00000034  16.37  1739.0      33   0.9
 2500000  0.1740386  0.00000037  14.36  1526.5      29   0.8
 2500470  0.1929087  0.00000034  12.96  1377.5      26   0.8
 2508800  0.1514139  0.00000034  16.57  1761.2      34   0.8
 2519424  0.1764632  0.00000038  14.28  1518.0      29   0.8
 2520000  0.1769935  0.00000033  14.24  1513.8      29   0.9
 2521050  0.1833147  0.00000038  13.75  1462.3      28   1.3
 2531250  0.1799491  0.00000034  14.07  1496.1      28   0.8
 2540160  0.1645508  0.00000035  15.44  1642.2      31   0.8
 2551500  0.1718669  0.00000033  14.85  1579.8      30   0.8
 2560000  0.1575165  0.00000035  16.25  1729.9      32   0.8
 2571912  0.1958196  0.00000037  13.13  1398.4      26   0.8
 2572500  0.1721517  0.00000032  14.94  1591.1      30   0.8
 2580480  0.1579666  0.00000033  16.34  1739.7      32   0.9
 2592000  0.1737439  0.00000033  14.92  1589.2      29   1.0
 2593080  0.1498090  0.00000038  17.31  1844.0      34   2.6
 2612736  0.1892632  0.00000037  13.80  1471.4      27   0.9
 2621440  0.1596756  0.00000033  16.42  1750.2      32   0.8
 2624400  0.1814837  0.00000033  14.46  1541.8      28   1.0
 2625000  0.2021582  0.00000034  12.98  1384.4      25   0.9
 2634240  0.1740386  0.00000035  15.14  1614.2      29   0.8
 2646000  0.1796352  0.00000032  14.73  1571.3      28   0.9
 2654208  0.1603241  0.00000033  16.56  1766.4      32   0.9
 2657205  0.2519531  0.00000032  10.55  1125.4      20   0.9
 2667168  0.1671631  0.00000035  15.96  1703.0      30   0.8
 2679075  0.2834473  0.00000027   9.45  1009.1      18   1.0
 2688000  0.1683187  0.00000034  15.97  1705.4      30   0.9
 2689120  0.1486673  0.00000037  18.09  1931.7      34   1.4
 2700000  0.2010352  0.00000034  13.43  1434.7      25   1.1
 2701125  0.2684647  0.00000024  10.06  1074.8      19   1.0
 2709504  0.1713298  0.00000035  15.81  1689.8      30   0.9
 2721600  0.2062695  0.00000034  13.19  1410.2      25   1.1
 2722734  0.2165324  0.00000041  12.57  1344.0      24   1.3
 2733750  0.2006445  0.00000033  13.62  1456.7      25   0.9
 2734375  0.2576904  0.00000031  10.61  1134.5      20   1.0
 2744000  0.1791382  0.00000033  15.32  1638.1      28   0.8
 2752512  0.1663543  0.00000033  16.55  1769.8      31   0.8
 2755620  0.2089844  0.00000035  13.19  1410.5      24   0.9
 2756250  0.1989183  0.00000033  13.86  1482.2      26   0.9
 2764800  0.1740302  0.00000033  15.89  1699.8      29   1.1
 2765952  0.1844046  0.00000034  15.00  1604.9      28   0.8
 2778300  0.1983643  0.00000034  14.01  1499.1      26   0.9
 2799360  0.1811175  0.00000035  15.46  1655.1      28   1.0
 2800000  0.1844221  0.00000035  15.18  1625.8      28   0.9
 2809856  0.1818935  0.00000035  15.45  1654.6      28   0.8
 2812500  0.1950120  0.00000036  14.42  1544.9      26   0.9
 2822400  0.1754024  0.00000034  16.09  1724.0      29   0.9
 2823576  0.1587067  0.00000039  17.79  1906.2      32   1.2
 2834352  0.1988995  0.00000039  14.25  1527.2      26   0.9
 2835000  0.1986178  0.00000032  14.27  1529.8      26   1.0
 2857680  0.1836112  0.00000034  15.56  1668.9      28   0.9
 2867200  0.1860532  0.00000033  15.41  1652.9      27   0.9
 2880000  0.2020898  0.00000035  14.25  1529.0      25   1.2
 2881200  0.3655134  0.00000025   7.88   845.7      14   1.1
 2893401  0.3088379  0.00000033   9.37  1005.5      17   1.1
 2903040  0.1929650  0.00000034  15.04  1614.9      26   1.0
 2916000  0.2375710  0.00000034  12.27  1318.0      22   1.2
 2917215  0.3295746  0.00000027   8.85   950.5      16   1.5
 2939328  0.1926551  0.00000036  15.26  1639.1      26   0.9
 2940000  0.2312012  0.00000034  12.72  1366.2      22   1.0
 2941225  0.3437337  0.00000024   8.56   919.3      15   1.2
 2949120  0.1889377  0.00000033  15.61  1677.3      27   1.0
 2952450  0.2504517  0.00000036  11.79  1266.9      20   1.0
 2953125  0.2775750  0.00000025  10.64  1143.4      19   1.0
 2963520  0.2643915  0.00000025  11.21  1204.9      19   1.0
 2976750  0.2329656  0.00000034  12.78  1373.9      22   1.0
 2985984  0.2062402  0.00000035  14.48  1557.1      25   1.1
 3000000  0.2259044  0.00000036  13.28  1428.7      23   1.1
 3000564  0.2343639  0.00000037  12.80  1377.4      22   0.9
 3001250  0.2315119  0.00000031  12.96  1394.7      22   0.9
 3010560  0.1953313  0.00000034  15.41  1658.5      26   0.9
 3024000  0.2177204  0.00000034  13.89  1495.1      23   1.1
 3025260  0.1677002  0.00000038  18.04  1941.8      30   1.8
 3037500  0.2257876  0.00000033  13.45  1448.5      23   1.0
 3048192  0.2287265  0.00000037  13.33  1435.3      22   1.0
 3061800  0.2241848  0.00000034  13.66  1471.3      23   1.1
 3062500  0.2507812  0.00000034  12.21  1315.6      20   1.0
 3072000  0.2065430  0.00000034  14.87  1602.7      25   1.0
 3073280  0.2713173  0.00000027  11.33  1220.6      19   1.0
 3087000  0.2280495  0.00000033  13.54  1459.1      22   1.0
 3096576  0.2034082  0.00000033  15.22  1641.3      25   1.0
 3110400  0.2266686  0.00000035  13.72  1479.9      23   1.3
 3111696  0.2086283  0.00000036  14.92  1608.5      24   0.9
 3125000  0.2605347  0.00000038  11.99  1293.9      20   1.0
 3136000  0.2462449  0.00000034  12.74  1374.2      21   1.0
 3145728  0.2086792  0.00000033  15.07  1626.9      24   1.0
 3149280  0.2080762  0.00000034  15.14  1633.6      25   1.0
 3150000  0.2360729  0.00000033  13.34  1440.2      22   1.2
 3161088  0.2201087  0.00000036  14.36  1550.5      23   1.0
 3175200  0.2685804  0.00000035  11.82  1276.7      19   1.2
 3176523  0.3822545  0.00000028   8.31   897.4      14   1.4
 3188646  0.2877468  0.00000040  11.08  1197.0      18   1.1
 3189375  0.2954963  0.00000025  10.79  1165.9      17   1.1
 3200000  0.2268809  0.00000037  14.10  1523.9      23   1.1
 3211264  0.2173665  0.00000034  14.77  1596.6      24   1.0
 3214890  0.2750694  0.00000036  11.69  1263.2      19   1.1
 3215625  0.3232727  0.00000025   9.95  1075.1      16   1.2
 3225600  0.2198539  0.00000033  14.67  1586.1      23   1.2
 3226944  0.1796962  0.00000039  17.96  1941.4      28   1.9
 3240000  0.2500000  0.00000033  12.96  1401.5      20   1.4
 3241350  0.2721140  0.00000034  11.91  1288.1      19   1.1
 3265920  0.2272838  0.00000036  14.37  1554.7      22   1.1
 3276800  0.2225820  0.00000033  14.72  1593.2      23   1.0
 3280500  0.2666787  0.00000034  12.30  1331.3      19   1.1
 3281250  0.2735531  0.00000036  11.99  1298.2      19   1.1
 3292800  0.2503174  0.00000033  13.15  1424.0      20   1.1
 3294172  0.1987868  0.00000040  16.57  1794.0      26   1.1
 3306744  0.2636590  0.00000039  12.54  1358.1      19   1.1
 3307500  0.2537476  0.00000033  13.03  1411.5      20   1.1
 3317760  0.2272838  0.00000033  14.60  1581.0      22   1.2
 3333960  0.2372048  0.00000035  14.06  1522.8      22   1.0
 3359232  0.2755320  0.00000038  12.19  1321.6      19   1.2
 3360000  0.2511841  0.00000033  13.38  1450.0      20   1.2
 3361400  0.1956036  0.00000037  17.18  1862.9      26   1.5
 3375000  0.2690173  0.00000034  12.55  1360.4      19   1.2
 3386880  0.2632478  0.00000035  12.87  1395.4      19   1.1
 3402000  0.2266368  0.00000033  15.01  1628.5      23   1.2
 3429216  0.2308017  0.00000036  14.86  1612.8      22   1.1
 3430000  0.2643915  0.00000032  12.97  1408.2      19   1.1
 3440640  0.2419434  0.00000033  14.22  1544.0      21   1.1
 3444525  0.3615723  0.00000028   9.53  1034.4      14   1.3
 3456000  0.2425595  0.00000034  14.25  1547.4      21   1.4
 3457440  0.2028223  0.00000037  17.05  1851.4      25   3.6
 3472875  0.3828125  0.00000025   9.07   985.6      14   1.3
 3483648  0.2639032  0.00000036  13.20  1434.4      19   1.2
 3499200  0.2959415  0.00000035  11.82  1285.2      17   1.4
 3500000  0.2987132  0.00000036  11.72  1273.6      17   1.2
 3500658  0.3416829  0.00000036  10.25  1113.6      15   1.2
 3512320  0.2462449  0.00000034  14.26  1550.7      21   1.1
 3515625  0.3535644  0.00000029   9.94  1081.1      15   1.3
 3528000  0.2701480  0.00000033  13.06  1420.2      19   1.2
 3529470  0.2606079  0.00000039  13.54  1472.9      20   1.5
 3538944  0.2425130  0.00000033  14.59  1587.3      21   1.2
 3542940  0.3396322  0.00000037  10.43  1134.8      15   1.2
 3543750  0.3079906  0.00000034  11.51  1251.7      17   1.2
 3556224  0.2740157  0.00000037  12.98  1412.1      19   1.7
 3572100  0.2945916  0.00000035  12.13  1319.8      17   1.2
 3584000  0.2597656  0.00000034  13.80  1502.0      20   1.2
 3600000  0.2829861  0.00000035  12.72  1385.3      18   1.3
 3601500  0.2096354  0.00000038  17.18  1870.9      24   2.0
 3612672  0.2601441  0.00000034  13.89  1512.6      20   1.2
 3628800  0.2575317  0.00000033  14.09  1535.3      20   1.4
 3630312  0.2217965  0.00000040  16.37  1783.4      23   1.9
 3645000  0.2868246  0.00000032  12.71  1385.0      18   1.3
 3670016  0.2754934  0.00000035  13.32  1452.5      19   1.1
 3674160  0.2534546  0.00000035  14.50  1580.8      20   1.2
 3675000  0.2945485  0.00000033  12.48  1360.5      17   1.2
 3686400  0.2617065  0.00000033  14.09  1536.3      20   1.4
 3687936  0.2908122  0.00000035  12.68  1383.2      18   1.2
 3704400  0.2872314  0.00000032  12.90  1407.1      18   1.2
 3720087  0.4375000  0.00000035   8.50   928.0      12   1.5
 3732480  0.2869737  0.00000035  13.01  1419.8      18   1.4
 3750000  0.3023897  0.00000035  12.40  1354.1      17   1.2
 3750705  0.4237671  0.00000028   8.85   966.5      12   1.4
 3763200  0.2795139  0.00000034  13.46  1470.4      18   1.2
 3764768  0.2208093  0.00000040  17.05  1862.2      23   1.4
 3779136  0.2656635  0.00000037  14.23  1554.1      19   1.2
 3780000  0.3183441  0.00000034  11.87  1297.2      16   1.3
 3781575  0.4368286  0.00000024   8.66   945.8      12   1.9
 3796875  0.3924467  0.00000025   9.67  1057.3      13   1.4
 3810240  0.2616821  0.00000034  14.56  1591.6      20   1.2
 3827250  0.3526530  0.00000034  10.85  1186.6      15   1.3
 3828125  0.4538371  0.00000028   8.44   922.3      12   1.5
 3840000  0.2798530  0.00000035  13.72  1500.6      18   1.3
 3841600  0.3203278  0.00000034  11.99  1311.6      16   1.2
 3857868  0.3405762  0.00000039  11.33  1239.2      15   1.3
 3858750  0.3671352  0.00000034  10.51  1149.8      14   1.4
 3870720  0.2790799  0.00000034  13.87  1517.6      18   1.3
 3888000  0.2877468  0.00000033  13.51  1478.9      18   1.4
 3889620  0.3911884  0.00000027   9.94  1088.3      13   1.4
 3906250  0.3755406  0.00000039  10.40  1138.8      14   1.4
 3919104  0.2894830  0.00000038  13.54  1482.6      18   1.3
 3920000  0.3145142  0.00000034  12.46  1364.9      16   1.3
 3932160  0.2882080  0.00000033  13.64  1494.4      18   2.1
 3936600  0.2991728  0.00000035  13.16  1441.4      17   1.4
 3937500  0.3526042  0.00000033  11.17  1223.3      15   1.4
 3951360  0.2826335  0.00000035  13.98  1531.8      18   1.2
 3969000  0.2964154  0.00000033  13.39  1467.6      17   1.2
 3981312  0.2968750  0.00000034  13.41  1470.1      17   1.5
 4000000  0.2972915  0.00000036  13.45  1475.4      17   1.3
 4000752  0.2781847  0.00000037  14.38  1577.1      18   1.2
 4014080  0.2934028  0.00000034  13.68  1500.6      18   1.3
 4032000  0.3149567  0.00000035  12.80  1404.5      16   1.5
 4033680  0.2308461  0.00000038  17.47  1917.2      22   2.4
 4050000  0.2907986  0.00000034  13.93  1528.5      18   1.3
 4064256  0.3203125  0.00000037  12.69  1392.8      16   1.4
 4082400  0.2810194  0.00000033  14.53  1595.1      18   1.4
 4084101  0.4914995  0.00000029   8.31   912.4      11   1.8
